Gene,Half_life
Q0060,126.31033243343738
Q0065,203.4538792422616
Q0070,4.944644662758309e+16
Q0075,63.68425987828037
Q0085,160851161455548.6
Q0110,307.3550145784054
Q0115,12677061566789.248
Q0120,8.996543688461602e+16
Q0130,64.23578601990522
Q0140,228.5775249960317
YAL005C,4638470969418.576
YAL018C,158.72432250595557
YAL035C-A,63.36218525426081
YAL038W,377023281816958.9
YAL049C,136.88923027336713
YAL054C,84.12153183500055
YAL058C-A,185.79129664351342
YAL060W,5.171133031393551e+16
YAL062W,3716799365182.775
YAR003W,60007899306222.016
YAR010C,93.13018876859414
YAR023C,17186600406738.682
YBL064C,1778866085240823.0
YBL075C,693845239155935.6
YBL076C,84.49872390339736
YBL077W,1.5303393436997584e+17
YBR018C,229.32631356538954
YBR026C,93.06413286416068
YBR045C,220.12981255518508
YBR047W,1738881757849712.0
YBR051W,237.026049545706
YBR054W,3515215918775623.0
YBR066C,4626.06494724859
YBR067C,70.2534946995952
YBR072W,75430229645401.0
YBR076W,6.282607054388024e+20
YBR078W,111.64334589034887
YBR099C,5.752663642882052e+17
YBR101C,97.53452555390773
YBR116C,114.16323789364432
YBR118W,116.35098435963911
YBR126C,124.39949177900992
YBR145W,32426895422602.062
YBR162C,146.56881871330373
YBR169C,238517442021857.03
YBR174C,96.64708488456203
YBR176W,75.7418148692364
YBR178W,95.38952758158844
YBR182C,8412157297382.661
YBR183W,569.3352877520831
YBR190W,120.0089844370862
YBR196C,1.2624727550969051e+19
YBR203W,95.84952183372701
YBR214W,85952158587889.06
YBR228W,67.89806833298499
YBR240C,80.09648620581493
YBR263W,4.1319177634146424e+16
YBR280C,131.53154995058554
YBR284W,280149658509423.8
YBR285W,136.26402284585242
YBR287W,6.683020042173518e+17
YBR296C,225.65666506164607
YBR299W,89.70815283828117
YCL009C,1266741385397572.0
YCL019W,76.92275183690641
YCL026C-A,1.1688774871110898e+19
YCL035C,116.08377891177476
YCL048W,67.55358538570788
YCL075W,72262516210005.27
YCL076W,319955299295555.8
YCR020C-A,143.16515891686078
YCR022C,140.0014015790959
YCR036W,66.741211821508
YCR062W,81.44610559688184
YCR091W,104.72603100343663
YDL021W,331.62025301645195
YDL022W,103.19235133516148
YDL023C,8.749754171604918e+18
YDL024C,6.040924000493006e+17
YDL032W,2.0706967702819624e+16
YDL034W,5164437355838120.0
YDL049C,26704071483.05133
YDL057W,388.2123299084393
YDL094C,245.4082339158269
YDL107W,77.6909304942708
YDL110C,163.9315459769542
YDL135C,87.86162778569934
YDL150W,70.82867738966942
YDL157C,119.86915913915065
YDL158C,121.12558225544711
YDL168W,14274008850117.521
YDL169C,6.535157967294137e+16
YDL171C,89.19611667046678
YDL190C,637.1614795384963
YDL194W,167.85110442209398
YDL204W,232.67519581345314
YDL215C,88.9910123825904
YDL220C,1.4438147549665639e+20
YDL221W,2.432886458435797e+16
YDL222C,2.917326305893482e+17
YDL223C,78.50631211884928
YDL238C,3.1616643857741092e+16
YDL244W,119.73161677350889
YDL246C,2625029848173.6714
YDR001C,3.3447376832608256e+17
YDR002W,71.82663147592568
YDR005C,1.2077295887598453e+17
YDR010C,1.9724850882914944e+16
YDR018C,154.5950672855634
YDR032C,258.03833340802095
YDR070C,2.916486183995041e+16
YDR072C,170.10165691586354
YDR074W,1826506755477400.5
YDR107C,70119689748456.445
YDR122W,3064899654220149.0
YDR124W,324.5875047054197
YDR125C,66.80837330945722
YDR127W,76.56760489622289
YDR129C,193.31182110700772
